,E (eV),I (erg/s/cm**2)
0,1.360543186192048,0.0007214601748053033
1,2.0408011735840956,0.0008626694431966911
2,2.7210727666801198,0.0008377441160477877
3,3.401344359776144,0.0006905884976690991
4,4.081615952872168,0.0007893802229350467
5,4.761873940264215,0.0009189634298682706
6,5.4421455333602395,0.001114589968428585
7,6.122417126456264,0.001276398686823344
8,6.802688719552288,0.0014239769007901863
9,7.482946706944335,0.0015621340168333012
10,8.16321830004036,0.0016878074068914413
11,8.843489893136384,0.0018101682769106212
12,9.523761486232408,0.0018777125315323849
13,10.204019473624456,0.0009288121902274195
14,10.884291066720479,0.0007901721393627608
15,11.564562659816504,0.0005966808126005843
16,12.244834252912527,0.0004502735701363721
17,12.92510584600855,0.00021023215501063776
18,13.7414208731606,1.3391949946503527e-05
19,14.421692466256623,1.2313331961034903e-05
20,15.101964059352648,1.1830799238111925e-05
21,15.782222046744696,1.1138911283197864e-05
22,16.46249363984072,1.1286572166424374e-05
23,17.142765232936743,1.1134372443581718e-05
24,17.823036826032766,1.0988660603958058e-05
25,18.503294813424816,1.0604398659150786e-05
26,19.18356640652084,1.0900718619063636e-05
27,19.863837999616862,1.0699539687032531e-05
28,20.544109592712886,1.0726139767631627e-05
29,21.224367580104932,1.0491395015226104e-05
30,21.90463917320096,1.0052669684443866e-05
31,22.584910766296982,1.0014537827019375e-05
32,23.26518235939301,1.049356000159691e-05
33,23.945440346785055,1.0097517982527805e-05
34,24.62571193988108,9.735646793191162e-06
35,25.305983532977105,9.449080550331823e-06
36,25.986255126073125,9.014707738699594e-06
37,26.66652671916915,8.859822199975022e-06
38,27.210741272505174,8.271968279675345e-06
39,27.3467847065612,8.853418131928255e-06
40,27.4828417463212,8.41407143447166e-06
41,27.618898786081196,8.577216649304592e-06
42,27.7549558258412,8.547093590052286e-06
43,27.89099925989722,8.380371018412171e-06
44,28.02705629965722,8.48331607126605e-06
45,28.16311333941722,8.155995909090504e-06
46,28.299170379177223,8.493960928096893e-06
47,28.435213813233247,8.26843246316376e-06
48,28.571270852993244,8.503575960111217e-06
49,28.70732789275325,8.072551455150273e-06
50,28.843384932513246,8.331837069334925e-06
51,28.97942836656927,8.374374369600204e-06
52,29.115485406329267,8.259071262270487e-06
53,29.25154244608927,8.10105018116224e-06
54,29.387599485849268,8.047465932902628e-06
55,29.523642919905292,7.760456872645646e-06
56,29.659699959665296,8.108785914571011e-06
57,29.795756999425294,8.093531145978713e-06
58,29.931814039185298,7.784528566521202e-06
59,30.067857473241315,7.82339607044033e-06
60,30.20391451300132,7.89666157770917e-06
61,30.339971552761316,7.830028354900774e-06
62,30.47602859252132,7.950294831410927e-06
63,30.612072026577344,7.57665219912297e-06
64,30.74812906633734,7.673240669945572e-06
65,30.884186106097346,7.743737772171984e-06
66,31.020243145857343,7.624420801238095e-06
67,31.156286579913367,7.75504468901372e-06
68,31.292343619673364,7.349961883951259e-06
69,31.42840065943337,7.5188527122160905e-06
70,31.564457699193365,7.70527454259442e-06
71,31.70050113324939,7.385443094007567e-06
72,31.836558173009394,7.959137363320743e-06
73,31.97261521276939,7.381752672175827e-06
74,32.108672252529395,7.648279913278683e-06
75,32.244715686585415,7.871182318466783e-06
76,32.38077272634541,7.451548003420604e-06
77,32.51682976610541,7.709362849540653e-06
78,32.652886805865414,7.811479796155175e-06
79,32.78893023992144,7.698116398072524e-06
80,32.92498727968144,7.83869888045329e-06
81,33.06104431944144,7.909815509083352e-06
82,33.19710135920144,8.032334183255826e-06
83,33.33314479325746,8.21397397744975e-06
84,33.46920183301746,8.107483469118429e-06
85,33.60525887277746,8.101703336450945e-06
86,33.74131591253746,8.505281602625284e-06
87,33.87735934659349,8.089018402904929e-06
88,34.01341638635349,8.276061767013803e-06
89,34.14947342611349,8.604642362354661e-06
90,34.285530465873485,8.186079979798327e-06
91,34.421573899929506,8.637556940524512e-06
92,34.55763093968951,8.781329622732203e-06
93,34.69368797944951,8.690063842024311e-06
94,34.82974501920951,8.787005447051487e-06
95,34.96578845326554,8.97147362991005e-06
96,35.101845493025536,9.099538721263854e-06
97,35.23790253278553,9.249220990245095e-06
98,35.37395957254554,9.545840078828868e-06
99,35.51000300660156,9.566666829268554e-06
100,35.646060046361555,9.494033225711464e-06
101,35.78211708612156,9.959303535036633e-06
102,35.918174125881556,1.0091929615409287e-05
103,36.054217559937584,9.757815684647715e-06
104,36.19027459969758,1.0288081084073369e-05
105,36.326331639457585,1.0627326980641643e-05
106,36.46238867921758,1.0268162760285974e-05
107,36.59844571897758,1.0615469319409416e-05
108,36.73448915303361,1.1003542493350566e-05
109,36.870546192793604,1.1095465848816885e-05
110,37.00660323255361,1.1063629164182261e-05
111,37.142660272313606,1.1593240188350929e-05
112,37.27870370636963,1.1759723508153127e-05
113,37.41476074612963,1.1686031360261694e-05
114,37.55081778588963,1.2100616813277472e-05
115,37.686874825649625,1.236375992521218e-05
116,37.82291825970565,1.2431548627002322e-05
117,37.958975299465656,1.2642482349636827e-05
118,38.095032339225654,1.262908300609125e-05
119,38.23108937898566,1.2972133523419455e-05
120,38.36713281304168,1.3156658348008771e-05
121,38.503189852801675,1.3219753699598787e-05
122,38.63924689256167,1.3641291958286283e-05
123,38.77530393232168,1.381004988500489e-05
124,38.911347366377704,1.3965627304810706e-05
125,39.0474044061377,1.4457768387110576e-05
126,39.183461445897706,1.4556756462087563e-05
127,39.3195184856577,1.4886631920881056e-05
128,39.45556191971372,1.5355534147957806e-05
129,39.59161895947372,1.546416928660109e-05
130,39.727675999233725,1.5732033880699642e-05
131,39.86373303899372,1.5718954252100133e-05
132,39.99977647304975,1.6534909773562503e-05
133,40.135833512809754,1.6718336113635918e-05
134,40.27189055256975,1.6828625592484343e-05
135,40.407947592329755,1.735024416866689e-05
136,40.54399102638577,1.764214255860085e-05
137,40.68004806614577,1.7927848954156228e-05
138,40.81610510590577,1.7802543570360584e-05
139,40.952162145665774,4.176317675933392e-06
140,41.0882055797218,4.14558699775069e-06
141,41.2242626194818,4.324965874328525e-06
142,41.3603196592418,4.0678212295809054e-06
143,41.4963766990018,4.0336673890633015e-06
144,41.63242013305782,4.1231093321405625e-06
145,41.76847717281782,4.006498497735345e-06
146,41.90453421257782,3.7995368716315776e-06
147,42.04059125233782,3.859116286821884e-06
148,42.17663468639385,3.85992160233135e-06
149,42.31269172615385,3.689170265746539e-06
150,42.44874876591385,3.7567880153448453e-06
151,42.584805805673845,3.7703722465232307e-06
152,42.720849239729866,3.634635269014972e-06
153,42.85690627948987,3.577314713161317e-06
154,42.99296331924987,3.700873306024482e-06
155,43.12902035900987,3.5772306628907897e-06
156,43.2650637930659,3.422114338377868e-06
157,43.401120832825896,3.409143036781196e-06
158,43.53717787258589,3.484110771282125e-06
159,43.67323491234589,3.243281942614e-06
160,43.80927834640192,3.240306490350745e-06
161,43.945335386161915,3.2475535163647455e-06
162,44.08139242592192,3.1510269536238345e-06
163,44.217449465681916,2.906816907998756e-06
164,44.353492899737944,2.9869928094700144e-06
165,44.48954993949794,2.987814507189509e-06
166,44.62560697925794,2.743064076948596e-06
167,44.761664019017935,2.6472705775748613e-06
168,44.89770745307396,2.795661261571004e-06
169,45.03376449283397,2.837867735567387e-06
170,45.169821532593964,2.3337034007441894e-06
171,45.30587857235397,2.4542502222285752e-06
172,45.44192200640999,2.476398143640537e-06
173,45.577979046169986,2.4152651888170483e-06
174,45.71403608592998,1.9122147419609945e-06
175,45.85009312568999,2.1223714128998085e-06
176,45.986136559746015,2.2249330291660328e-06
177,46.12219359950601,2.0707360444301583e-06
178,46.258250639266016,1.7044278102353843e-06
179,46.394307679026014,1.9318370169304423e-06
180,46.53035111308204,1.9871565922637096e-06
181,46.66640815284203,1.7951564802794854e-06
182,46.802465192602035,1.511076694230383e-06
183,46.93852223236203,1.741334385205368e-06
184,47.07456566641806,1.784375638016657e-06
185,47.210622706178064,1.587474573761135e-06
186,47.34667974593806,1.3068099054277114e-06
187,47.482736785698066,1.4981639539499406e-06
188,47.618780219754086,1.5099476375530194e-06
189,47.75483725951408,1.319169638580605e-06
190,47.89089429927408,1.0434344138201892e-06
191,48.026951339034085,1.1402588733117013e-06
192,48.16299477309011,1.167384047281027e-06
193,48.29905181285011,1.0960478252032146e-06
194,48.43506041766452,1.7474799505480808e-06
195,48.43515728755569,1.7474834454996956e-06
196,48.57116589237011,1.9015723109128725e-06
197,48.707222932130115,1.8083208850391848e-06
198,48.84326636618613,1.6816303224426298e-06
199,48.97932340594613,1.6460591774253944e-06
200,49.11538044570613,1.6902394798644692e-06
201,49.251437485466134,1.6746316861514895e-06
202,49.38748091952216,1.3395613680696942e-06
203,49.52353795928216,1.373770832487816e-06
204,49.65959499904216,1.4073256189981055e-06
205,49.79565203880216,1.4202794177956402e-06
206,49.93169547285818,1.1868843008027668e-06
207,50.06775251261818,1.1374041121223795e-06
208,50.20380955237818,1.1359043268267857e-06
209,50.33986659213818,1.188348986160504e-06
210,50.47591002619421,1.0173171882885935e-06
211,50.61196706595421,9.63522199854367e-07
212,50.74802410571421,9.690371211787928e-07
213,50.884081145474205,9.601619170799118e-07
214,51.02007355950089,9.626707401047495e-07
215,51.02017559955957,9.626726654445612e-07
216,51.15618161929023,1.1868293984187713e-06
217,51.29223865905023,1.189747471424224e-06
218,51.42829569881023,1.18981766722582e-06
219,51.56433913286626,1.1240672364323528e-06
220,51.700396172626256,1.0012000659997942e-06
221,51.83645321238625,1.015885341760752e-06
222,51.97251025214625,9.91857185943129e-07
223,52.10855368620228,9.466516878682884e-07
224,52.24455848141958,9.624626583319884e-07
225,52.244662970504976,9.624645832567235e-07
226,52.38066776572228,1.1199002491718941e-06
227,52.516724805482276,1.0934518195427802e-06
228,52.652768239538304,1.0542981485227013e-06
229,52.7888252792983,1.0640945718697237e-06
230,52.92482939423041,1.2547588668699995e-06
231,52.924935243886196,1.254761376387662e-06
232,53.060939358818295,1.1475652900076886e-06
233,53.19698279287432,1.1146306835965114e-06
234,53.33303983263433,1.1138398467315393e-06
235,53.469096872394324,1.1667835465521073e-06
236,53.60515391215433,1.0952966082857014e-06
237,53.74119734621035,9.817793077416742e-07
238,53.877254385970346,9.767780205493517e-07
239,54.01331142573034,1.0140624139568329e-06
240,54.14936846549035,1.065004678760434e-06
241,54.285411899546375,9.387985582860869e-07
242,54.55752597906638,8.334134736857116e-07
243,61.36021469861866,1.9236876930330395e-07
244,68.16288981246697,1.7097878975881387e-07
245,74.96557853201926,1.7702884001572905e-07
246,81.76825364586757,1.7609325436438585e-07
247,88.57094236541987,1.8319914521637684e-07
248,95.37363108497215,1.8602637681899247e-07
249,102.17630619882047,1.868900965391506e-07
250,108.97899491837275,1.911665358547486e-07
251,115.78168363792504,1.9515359216437135e-07
252,122.58435875177334,1.9977558307425578e-07
253,129.38704747132562,2.0457704881724786e-07
254,136.05367915111793,2.0955080186940313e-07
255,136.1897361908779,2.0965419512536797e-07
256,204.0805119238249,2.2818818758506249e-07
257,272.10735830223587,2.7465248122418563e-07
258,340.1341910749428,3.53033834656525e-07
259,408.1610238476498,4.129805168780615e-07
260,476.18787022606074,4.5857374944954855e-07
261,544.2147029987677,4.986659930172311e-07
262,612.2415493771787,5.462659887461574e-07
263,680.2683821498856,6.02640844615473e-07
264,748.2952149225927,6.557746597797276e-07
265,816.3220613010035,7.06272564004106e-07
266,884.3488940737104,7.546564096607244e-07
267,952.3757404521215,8.013063913514079e-07
268,1020.4025732248285,8.465031075358241e-07
269,1088.4294196032395,8.90457372149268e-07
270,1156.4562523759464,9.333305354007654e-07
271,1224.4830851486533,9.752485231923598e-07
272,1292.5099315270643,1.0163114130540366e-06
273,1360.5367642997712,1.0566000905336442e-06
274,1496.590443450889,1.1351096740917558e-06
275,1632.644122602007,1.211190460920954e-06
276,1768.697801753125,1.285143392823134e-06
