,E (eV),I (erg/s/cm**2)
0,0.010734900437064,5.36572202471354e-05
1,0.011265522892127998,5.363948478522119e-05
2,0.011809751051167999,5.336001686006846e-05
3,0.012394796322136,5.29528039952181e-05
4,0.013007053001056,5.236716160975363e-05
5,0.013646521087927998,5.1748859501802975e-05
6,0.014313200582752,5.101513219502282e-05
7,0.015007091485528,5.015953042018668e-05
8,0.015755405204207998,4.926167771908639e-05
9,0.016530930330839997,4.834116991912615e-05
10,0.017333666865423997,4.7365190227683376e-05
11,0.018190826215912,4.64186538862625e-05
12,0.019075196974352,4.541796856511597e-05
13,0.020013990548696,4.441188819051932e-05
14,0.020993601234968,4.3377059006229524e-05
15,0.022027634737144,4.236109804007413e-05
16,0.023116091055223997,4.1384849627727665e-05
17,0.024245364485232,4.042294254708526e-05
18,0.025442666435119998,3.950460930946661e-05
19,0.026694391200912,3.860923709475044e-05
20,0.028000538782607998,3.772474594099554e-05
21,0.029374714884183997,3.687169492450581e-05
22,0.03081691950564,3.602264988778762e-05
23,0.032340758350952,3.522926692570786e-05
24,0.033919020012168,3.444403235859473e-05
25,0.035592521601215996,3.3731711629157524e-05
26,0.037334051710144,3.305665603909543e-05
27,0.039170821746904,3.243347152129769e-05
28,0.04108922600752,3.184950346178542e-05
29,0.043116475899943996,3.13247114931422e-05
30,0.045238965720199996,3.084606480687538e-05
31,0.047443089764311996,3.0402814628043893e-05
32,0.049769665144208,3.0018533840404058e-05
33,0.052232297563863994,2.9694578432539928e-05
34,0.054790169911352,2.9417342949542743e-05
35,0.05748409929859999,2.9221864238597404e-05
36,0.060300480021632,2.9096149148854702e-05
37,0.063252917784424,2.9040846744067762e-05
38,0.066368623994928,2.9019361614455564e-05
39,0.069647598653144,2.9035178841587148e-05
40,0.07306263035112,2.903803966585481e-05
41,0.07662732479283199,2.9057784318460056e-05
42,0.08040971049816,2.907499888438674e-05
43,0.084341758947224,2.9112884151920916e-05
44,0.088491498659904,2.912019330949464e-05
45,0.09287253534017599,2.909445415163025e-05
46,0.097389629060208,2.9018091608166784e-05
47,0.10221965397168799,2.8898037812100165e-05
48,0.10725376444280799,2.8753655837889548e-05
49,0.112505566177544,2.8698484078643017e-05
50,0.11796145347192,2.878192964346776e-05
51,0.12373027195774398,2.9065372125572416e-05
52,0.129880050154896,2.955497015205212e-05
53,0.13626112531964,3.0183093313930644e-05
54,0.14295513167583201,3.098390987462521e-05
55,0.14997567492744798,3.197691395933709e-05
56,0.157336360778464,3.319254194602613e-05
